class,topic,text
politics,talk.politics.guns,press releas white hous presid clinton remark waco nation desk contact white hous offic press secretari washington april newswir remark presid clinton question answer session press ahead sarah question knew child gas mask adult child chanc gas lethal danger child surviv gas mask februari peopl practic religion presid practic religion treasuri depart believ violat feder law number feder law presid answer answer question gas mask purpos tear gas test convinc kill child adult forc breath thing heard thing specul today wind blow fast window open gas escap desir knew sarah underground compound bus buri underground child hope child releas human thing child someplac protect term gas mask learn yesterday fact question gas suppos stay activ compound longer gas mask work thought gas mask eventu gas forc nonviol nonshoot circumst myer question presid ask janet reno possibl mass suicid learn actual explos mind horrend moment presid ask janet reno consid wors thing happen issu suicid rais public debat peopl knowledg kind issu conclud greater risk tomorrow day day anytim futur judgment wrong happen build burn sick felt terribl concern child escap insid burn thing want presid janet reno decis decis presid hour detail brief fbi strateg decis respons presid unit state sign general decis author talk sunday time elaps decis chang mind decid forward tomorrow support support ultim respons american peopl ha conduct duti fashion ha dealt situat applaus
politics,talk.politics.mideast,aryan base reason nazi ideolog racist spoke american citizen judaism judaism judaism combat extremist danger philosophi suspect martin buber albert einstein jewish scholar convert christian stay jew perceiv judaism pervert philosophi
recreation,rec.sport.hockey,great hear umass bring hockey remind coupl year ago talk bimidgi mankato state upgrad program div status rememb troubl ncaa rule allow compet div level resolv wonder colleg hockey east colorado alaska except popular hockey west coast expect build collegi level heard jame mail jold vma
religion,soc.religion.christian,seldom post group christendom listen dialog topic thing start daughter christian school send week updat school topic week interest articl written leader nation christian school organ trip jerusalem introduc rabbi work project rebuild templ jerusalem articl includ photo furnish prepar furnish rebuilt templ specif bibl strike fact plan templ complet group await permiss isra govern build startl fact archeolog discoveri origin site templ unoccupi build ha thought origin site underneath mosqu make rebuild imposs spark holi war appear stand rebuild resum sacrific scriptur happen day isra govern permiss start hand god hold project readi happen brother sister time hand redempt draw
computer,comp.graphics,guess requir dv common djgpp setup program dv run requir interfac
science,sci.electronics,purchas control arcad style game project work great augment implement advanc hap control chicago sell rememb suburb price pretti reason easi hook bought coin mechan coupl year ago
computer,comp.os.ms-windows.misc,worker convert postscript file form readabl ascii window dos util vagu memori sharewar util mention info
recreation,rec.sport.baseball,gant record age season year obp slg sb base expt year major season total play time approx season hit record season op greater pretti good season pretti decent rooki base explain lot return began hit year slump learn curv ha improv bat eye year sb ratio field infield draft brave brave posit chang space year adequ great percept field color watch learn play level long term brave fan play imo difficult posit field catcher rang speed quick reflex gun arm chanc play sandlot softbal grant infield chanc job harder amaz team convert posit player suppli natur scarc final gant player pressur perform work hard improv amaz huge arm small bodi lot weight work overdo day valid question question hard happen bat frank player live potenti fail hard hard teach relax adult age teach hustl sign gant long term contract free agent elig year career curv limit expect ballplay surpris atlanta talent farm chanc road niev
recreation,rec.autos,attent wheel road enthusiast road ralli sunday april joliet illinoi event joliet mud turtl chicago land wheel drive club sponsor road ralli sunday april road ralli road ralli consist road ralli particip set direct clue guid particip joliet plainfield area object navig base set direct clue particip set question pertain answer point award number correct answer direct ultim lead road area wheel drive set locat road check point set particip ask question request perform activ tire roll truck tow basketbal free throw addit point option road wheel drive particip navig road trail mud bog hill climb point award navig road obstacl stuck stuck half fun assist vehicl unstuck road divid base tire size stock modifi ralli trophi award score particip door prize dash plaqu food drink conclus organ activ sponsor joliet mud turtl safeti fun foremost concern street legal solid tow point road separ bumper vehicl particular ralli instant replay plainfield road joliet map registr truck ralli sunday april rain shine entri fee truck driver passeng allow valid driver licens requir suggest equip cb radio compass tow strap clevi clip board pencil alcohol ralli contact gari tom norm brian instant replay mi north exit canton larkin farm ave mi
recreation,rec.sport.baseball,pitcher fear throw strike guy mcgwire bond frank thoma ration exist alex cole bat style question tall crouch rickey hederson pete rose foul lot pitch brett butler strike bat cole ha good bat eye high obp guy draw walk pitcher afraid throw strike high obp guy
